Weight,Stress,Buckling stress,H,d,t,B,E,p,label,label_names
9.758160336644188,26.497568330719588,5.146413273135577,59.99181221274746,0.7126479433642727,0.7130554973452587,99.96232916577378,25026.0454710869,0.039140541574909725,0,KP
5.934180922836226,12.632513023996589,10.81910246741133,59.959128516550855,1.0680313183447285,0.9983365385413988,99.99001771049237,25006.188085785612,0.01134612144991307,0,KP
8.342137019778521,8.025337293910438,19.372852106678707,59.90663905143623,1.6799981798363461,0.9989816805243675,99.89066092730803,25004.71467866056,0.010142850373285717,0,KP
8.074089086433968,6.411360992571854,28.822549363281812,59.95380419165511,1.8598063790940103,0.9996073100397758,68.61810943196274,25005.448403395334,0.010006584526735751,4,F12
7.901857099075555,5.469315672366917,38.58345448093003,59.9646678323342,1.9867045820035873,0.9991182139086392,38.167694216197475,25043.490560418184,0.010068250898483667,4,F12
7.831079576669612,5.01583773565171,48.44192296877589,58.60606202889824,2.105256668114049,0.9941518896891395,20.22000304653171,25621.08008770532,0.010013217513449914,4,F12
7.765339664776004,4.811710662973965,58.37821468511911,54.90804811232188,2.200576597909829,0.9986325114545084,23.233231115757278,25522.968598301413,0.01002061057976827,4,F12
7.755461149170125,4.592812704745034,68.29060699413891,52.57072936966822,2.2995770996125295,0.999999,21.62001156626979,25357.627193706227,0.010001,4,F12
7.705827991657469,4.44853314850725,78.26486632991197,50.53334085961588,2.3934328665712483,0.9920663697441591,20.844006423696317,25159.699135804756,0.010010462242521844,4,F12
7.694424123237516,4.309804483790798,87.75967948080633,48.82621223066213,2.456362753419817,0.9987351984033379,20.613956048581166,25193.957155012788,0.010003072564410208,4,F12
7.431203354389831,92.43110351950003,1.6938083189655582,59.99672578619476,0.5000163000495084,0.29137386858811243,99.99777047236884,25004.24742275406,0.10394355185157439,0,KP
3.0501270721111915,61.79194616140821,2.288188303065812,59.33622389921315,0.5074754506705994,0.43117773613936816,99.86856474082543,25154.80709467819,0.028607311348134074,0,KP
0.6198017606878636,48.50714170267072,7.500449366322969,43.50839173216157,0.5378719784124328,0.40880219827323794,21.83909244178908,26802.93536649777,0.010001,0,KP
0.45664722929889023,47.750648688344484,15.884192753379976,28.673020718042814,0.545897988867534,0.4221833359566857,20.80816056535297,25153.016193364318,0.010338476844945672,0,KP
0.3788342684898473,47.38985524960738,25.330435837467213,22.960997029441778,0.5981916440086252,0.40022233420622555,20.679308484707445,25134.0448635496,0.010001,4,F12
0.35529683430050263,47.28072067743636,33.75888502442539,20.338810157081777,0.555974106210316,0.43919898023316994,20.153663363490605,28083.816504056595,0.0102024282864575,4,F12
0.36822109077750365,47.34064035173088,28.560499183639077,21.3815661687928,0.5816396948910154,0.42074461636050964,21.55793632061103,25757.012057877146,0.010001,4,F12
0.3544590240804784,47.27683551633951,29.959557376432294,20.232785044218726,0.5191002933057246,0.4705412014462399,20.071398561643356,25234.488353210218,0.010226281134491165,4,F12
0.36006953333631747,47.30285006685085,41.35615233926166,20.27935579649549,0.7146550777900335,0.347244799411907,21.749974783304015,28116.907084700295,0.010035385601076951,4,F12
0.37153762943880797,47.244141771333005,61.2391456953034,20.813221556733627,1.0119217934828173,0.2452061448277026,22.185788447365283,25468.857837724638,0.010104447158335444,4,F12
8.647597425678972,168.47425579640955,1.393914248957649,59.99919896340801,0.5000154781528959,0.15982512188768397,99.95084262508571,25001.084151005627,0.22055306598039845,6,F13
1.0625451310007505,132.59583944373455,1.4969729005393038,59.9594723379021,0.5029526868790191,0.2017298112397804,99.69656945754261,25122.77892746741,0.02137562769361917,6,F13
0.21520379239099055,123.33629092637578,6.717791220222261,35.1805533556864,0.5042089125764364,0.17563227580537977,23.82586544318093,26351.781577192523,0.010413106165906849,6,F13
0.15891944103520553,123.37018158784515,18.97228998842182,21.30094303273893,0.5039094460050912,0.1964261678111335,26.718551274611823,33237.40223530891,0.010162906435931521,6,F13
0.15133060213129068,120.2859474282389,33.8206577746042,22.617604062228992,0.6982866850444989,0.13651244312788052,21.623139624492914,34031.71916022708,0.010078755024126751,1,F1
1.3016889987027787,206.12637772257335,1.3813255516506058,59.781617358701055,0.5004143538559096,0.12973647067007954,98.11026018870366,25054.982884159755,0.041264439168828715,6,F13
0.1476519481624205,186.47263318988595,7.033748015792229,35.48365489215587,0.5516106214109788,0.10792263425973703,27.62009347957261,26164.232728591625,0.010367141741303793,6,F13
0.09955735586061543,190.17587953014686,16.248142401886593,23.36346255364866,0.5115070152808219,0.1173193361102261,21.766319314116267,31767.685842543575,0.010244527924763103,6,F13
0.09157731971298856,200.05794019478748,14.20298393983305,21.954396327591024,0.5016339998999811,0.11469915607151283,21.42336396588669,25944.543424579362,0.010369788085507451,6,F13
18.103406114932934,26.523589776516072,5.15453450091327,59.9317992276012,0.7146199712941362,0.7097518666809924,99.64319214193819,25016.900632194574,0.0728888185090995,0,KP
18.757840679096113,12.625008271673721,10.816760326691892,59.99452215500352,1.0696529529977654,0.99709031380897,99.96947039114418,25002.51568772808,0.03584581088424204,0,KP
10.264043658255343,8.036004005537503,19.36074436403269,59.96413831094854,1.6646955761700835,0.9999096658351423,98.30298278759518,25017.26996478129,0.012657536393497426,0,KP
17.94986479413359,6.242953771709172,28.82490853015893,59.859985274566284,2.1501900824615983,0.9998850949507707,98.96445870466266,25062.460256885803,0.01710937633452906,4,F12
12.613029195417019,5.268535411377152,38.520790482736075,59.973835629820265,2.484157812258108,0.9990389084302824,92.715910698492,25025.300778664936,0.010670828090457331,4,F12
15.627517111658735,4.754412919516236,48.181644051251304,59.4763283235698,2.6211661461893296,0.9995037931359066,79.77124039808172,25450.524462768306,0.01325697880344398,4,F12
16.866556719856835,4.188981728625001,58.183859622663356,59.75312199467884,3.1659165866608667,0.999999,95.85994593585133,25105.054537763994,0.011069115417573005,4,F12
17.3096296034891,3.8332423338867443,67.81915321740018,59.9927798674277,3.490151660899313,0.9980715384777972,97.91951341861196,25014.480098514283,0.010213255392355652,4,F12
11.149454172510904,3.663049537176103,78.01971510176115,59.9631870679269,2.891279102440572,0.9943301247366345,22.82976360416604,25205.565787871634,0.010112033465021776,4,F12
15.472440718165451,3.3656035350606324,87.92688141931882,59.90854686372065,3.5415590344636274,0.999999,68.57246778403264,25074.555113427046,0.010073319393132663,4,F12
7.720769162534862,92.4323498659462,1.6935653039392342,59.99732551692354,0.5000086993095736,0.2913622543273904,99.98862537795648,25000.15348510308,0.10800319528518249,0,KP
8.132070986279981,62.11497509410252,2.2308252749349116,59.88456021626243,0.5022888375181714,0.4315387692448994,99.7641436133932,25047.747636964938,0.07661201942252356,0,KP
3.073932949962966,35.497015671083446,3.9233082034198037,59.999999,0.6098930093826442,0.6086883595076522,94.68672751236214,25019.560106896035,0.017242793253033715,0,KP
3.792245992342336,16.984650088973012,8.145562881207093,59.999999,0.859240992847687,0.9109288041160636,96.84918859231652,25031.618243325276,0.010001,0,KP
2.9532745517865555,12.960013849458761,15.634695654509684,56.284015914970816,0.9828876819986008,0.8284007527999938,22.647596481298642,25280.719366824123,0.010054909031931831,0,KP
2.7810189713358504,12.161322482696402,23.459405522755468,49.139161352274726,0.9979270170497737,0.8771099123135568,23.824457252516705,27540.63356223554,0.010001,4,F12
2.5742709000463035,11.202700471837927,34.738937453879004,40.22841261238075,1.0804372947713838,0.8876781071378614,22.566677763722314,25138.767078265562,0.010224500379881008,4,F12
2.5400730900385557,11.044136695625912,42.7539942061003,37.448677984442966,1.1273248708728305,0.891959186084672,29.234042432325925,27101.865841600258,0.010001,4,F12
2.455782201547788,10.653307932726545,50.83585137825142,34.773364923214174,1.2419660567081323,0.8407827141780048,27.49947982978071,25613.975527811243,0.010009796925810038,4,F12
2.288381692802064,9.967714341377425,65.95556295913966,30.34382816737908,1.1509902897915867,0.9684615319467192,23.77987865541982,25095.068763636686,0.010025546639383263,4,F12
1.7149357817144564,168.47316573770232,1.3935745929012784,59.99404308623496,0.5000062898895555,0.1598658682037977,99.9983857248951,25001.849918182706,0.04372201592000321,6,F13
3.271691657945462,134.4238265373016,1.5063516004964903,59.73784207142762,0.5048735212333497,0.19867660993052022,99.87535670237976,25145.87772178426,0.06667170048865997,6,F13
0.588961676614768,78.41405000807323,3.1468804218855215,55.16304471109019,0.5155527315298558,0.2727521671792246,40.696058468863626,25920.948200894825,0.011337464434085398,0,KP
0.35074241082766844,67.62906466241161,12.518830690865494,33.181157943067376,0.5359880941542494,0.29857097257889037,20.3974771716466,32483.33103401226,0.010048738219811948,0,KP
0.2565151081764635,77.45603974505211,19.788643206831043,26.08556450942874,0.5295556184218211,0.2729903934909589,21.608660803982854,36024.460826054,0.010002145135946315,0,KP
0.371788760492248,77.51255194738785,15.697825137188932,39.96121910748879,0.9106757148161528,0.15322963092611053,24.396128761569045,26046.251716561008,0.010149066320551875,0,KP
0.26647328721387525,73.89990329427373,19.460274597838648,24.354806462675846,0.5557970546745361,0.2783872406538376,22.933091168354977,29580.963311897223,0.010182340405391871,0,KP
0.2520428552882069,77.43530410525644,18.732028267672177,21.378621226127848,0.5331860940566979,0.2890399096638638,24.588674003770247,25105.555229247715,0.010554460913633823,0,KP
1.7048685334124811,212.30508844978598,1.3797019690210583,59.85013244412937,0.5030278879341212,0.12547051738221443,98.54226831891926,25005.19767572226,0.055456376834538634,6,F13
1.24954949466757,178.24592140980425,1.494533114918481,59.9926976482652,0.5067228585589345,0.14725667207308873,96.95556334314617,25882.39708824966,0.03455398466100129,6,F13
0.2711334266850268,147.037460601377,2.774507914559056,56.95529581493576,0.5081286767007827,0.14355609982039808,31.180901685952087,28127.203083511537,0.010018065456213837,6,F13
0.20296260728866589,149.718893334857,9.823588472716347,41.03727987417801,0.7297459523648735,0.09842033663677402,23.27746301662271,26720.510678207625,0.010543902875649103,6,F13
0.1341097098658216,147.41336312740773,22.216070451697004,22.578428334058,0.5855438615284267,0.13356588420783355,22.213591567390864,31609.21322676179,0.010846093118427241,1,F1
0.15539571647135103,137.41898798919732,14.453003929225892,26.072382849196288,0.5079609585919433,0.1628166181507848,23.720831935141184,33780.09888474909,0.010440157841482556,6,F13
0.12213860413996237,153.83298030136515,24.388347093516487,21.367173372701064,0.5650130022384215,0.13403928155973402,22.13431807023574,33945.65365052617,0.010666672904476362,1,F1
0.12308480432846669,143.28593188795858,26.55722432695303,21.97317191878218,0.5891738789942194,0.13525012066283082,20.52603022802483,34647.377938612386,0.010136766963169147,1,F1
0.14772315832437866,132.09831335112062,39.43274652622583,21.463627164158947,0.7006431527187211,0.12591074560813664,22.26253321361815,36872.53059616967,0.011022559716776292,1,F1
11.843578443487523,262.8444072514869,1.3433501347938273,59.98669237545417,0.5025101146999886,0.10151035332558717,98.91331610330515,25042.081063465244,0.47530524830767873,3,F3
0.22513147449426701,210.49703416829814,2.208420948479867,58.74685770025971,0.5059477631497695,0.10365205326382049,43.750441132028584,26373.43825461764,0.01089913503760001,6,F13
15.99919743761851,26.51062151407495,5.150487194303646,59.97417641150541,0.7241710285745234,0.7010406918332478,99.8205493999331,25018.748324448115,0.06428340436827222,0,KP
10.604704081262055,12.625402316155663,10.816883167381688,59.98624011890337,1.0686964444991294,0.9980671430263945,99.98391608479488,25002.813534214023,0.020264087883847235,0,KP
22.782014425749654,8.004911687534978,19.374819018207255,59.99224193780285,1.6821819318227276,0.999889813700045,99.95027218049232,25001.758518155635,0.027608568517185853,5,F23
12.883580221631295,5.272997475806093,38.49614302799662,59.74691355912698,2.554185788392232,0.9992689971815816,99.43567925101783,25061.0767959039,0.010335877470974614,4,F12
